date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:09	13904/13904	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbea3-3650%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/menu/menu-types/vertical-menu.min.css	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/menu/menu-types/vertical-menu.min.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:09	86404/86404	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbea2-15184%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/colors/palette-gradient.min.css	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/colors/palette-gradient.min.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:09	29821/29821	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbeb4-747d%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/colors/palette-climacon.css	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/css/core/colors/palette-climacon.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:09	652/652	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbea2-28c%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/css/pages/users.min.css	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/css/pages/users.min.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:10	506/506	---MCZ	200	added ('OK')	text/css	etag:W/%225bfbbeb4-1fa%22	https://pixinvent.com/bootstrap-admin-template/robust/assets/css/style.css	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/assets/css/style.css	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:10	145819/145819	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-2399b%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/index.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/index.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:10	2095/2095	---M--	200	added ('OK')	image/png	etag:%225bf91975-82f%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light-sm.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/logo/logo-light-sm.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:10	17377/17377	---M--	200	added ('OK')	image/png	etag:%225bf91975-43e1%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/slider/slider-2.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/slider/slider-2.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:11	129737/129737	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1fac9%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-2-columns.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-2-columns.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:11	157909/157909	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-268d5%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/color-palette-primary.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/color-palette-primary.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:11	135706/135706	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-2121a%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/changelog.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/changelog.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:11	9348/9348	---M--	200	added ('OK')	image/png	etag:%225bf91975-2484%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-19.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-19.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:11	9618/9618	---M--	200	added ('OK')	image/png	etag:%225bf91975-2592%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-2.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-2.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:12	8732/8732	---M--	200	added ('OK')	image/png	etag:%225bf91975-221c%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-3.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-3.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:12	8699/8699	---M--	200	added ('OK')	image/png	etag:%225bf91975-21fb%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-6.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-6.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:12	8488/8488	---M--	200	added ('OK')	image/png	etag:%225bf91975-2128%22	https://pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-1.png	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/app-assets/images/portrait/small/avatar-s-1.png	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:12	166511/166511	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-28a6f%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/user-profile.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/user-profile.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:13	144995/144995	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-23663%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/email-application.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/email-application.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:13	155470/155470	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-25f4e%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/user-cards.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/user-cards.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:13	137550/137550	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2194e%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/chat-application.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/chat-application.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:13	7246/7246	---MCZ	200	added ('OK')	text/html	etag:W/%225bfbdd8b-1c4e%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/login-with-bg-image.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/login-with-bg-image.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:14	145819/145819	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2399b%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-ecommerce.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-ecommerce.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:14	156973/156973	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2652d%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-project.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-project.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:14	154894/154894	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-25d0e%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-analytics.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-analytics.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:14	165164/165164	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2852c%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-crm.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-crm.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:15	47366/47366	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bd5-b906%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-1-column.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-1-column.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:15	137336/137336	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21878%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-left-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-left-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:15	137974/137974	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-21af6%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-left-sticky-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-left-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:15	137571/137571	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21963%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-right-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-right-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:16	138062/138062	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-21b4e%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-right-sticky-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-right-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:16	138206/138206	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-21bde%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-left-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-left-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:16	138927/138927	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-21eaf%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-left-sticky-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-left-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:16	138566/138566	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21d46%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-right-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-right-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:16	138946/138946	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21ec2%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-right-sticky-sidebar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-content-detached-right-sticky-sidebar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:17	129939/129939	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1fb93%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:17	129966/129966	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1fbae%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navigation.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navigation.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:17	130633/130633	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1fe49%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar-navigation.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar-navigation.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:18	130528/130528	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1fde0%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar-footer.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed-navbar-footer.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:18	130968/130968	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1ff98%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-fixed.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:18	130641/130641	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1fe51%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-boxed.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-boxed.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:18	129466/129466	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1f9ba%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-static.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-static.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:19	130995/130995	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-1ffb3%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-light.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-light.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:19	130950/130950	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1ff86%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-dark.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:19	131107/131107	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-20023%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-semi-dark.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/layout-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:19	154941/154941	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-25d3d%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-light.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-light.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:20	154754/154754	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-25c82%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-dark.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:20	154954/154954	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-25d4a%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-semi-dark.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-semi-dark.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:20	175797/175797	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2aeb5%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-brand-center.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-brand-center.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:20	130693/130693	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-1fe85%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-fixed-top.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-fixed-top.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:21	143103/143103	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-22eff%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-hide-on-scroll-top.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-hide-on-scroll-top.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:21	143104/143104	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bda-22f00%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-hide-on-scroll-bottom.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-hide-on-scroll-bottom.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:21	155789/155789	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-2608d%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-components.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-components.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
13:55:21	135232/135232	---MCZ	200	added ('OK')	text/html	etag:W/%225d6e3bdb-21040%22	https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-styling.html	C:/Users/Bill/Desktop/Admin/admin/pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/navbar-styling.html	(from https://pixinvent.com/bootstrap-admin-template/robust/html/ltr/vertical-menu-template/dashboard-fitness.html)
